Force,Position,date
78.394,89.025,Thu Jul 24 2014 09:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 10:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 11:24:00 GMT-0400 (EDT)
152.35899999999998,198.476,Thu Jul 24 2014 12:24:00 GMT-0400 (EDT)
154.738,208.863,Thu Jul 24 2014 13:24:00 GMT-0400 (EDT)
83.828,92.25399999999999,Thu Jul 24 2014 14:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 15:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 16:24:00 GMT-0400 (EDT)
137.578,150.962,Thu Jul 24 2014 17:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 18:24:00 GMT-0400 (EDT)
294.841,311.8,Thu Jul 24 2014 19:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 20:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 21:24:00 GMT-0400 (EDT)
178.026,211.663,Thu Jul 24 2014 22:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 23:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 00:24:00 GMT-0400 (EDT)
58.378,56.414,Fri Jul 25 2014 01:24:00 GMT-0400 (EDT)
139.24200000000002,165.426,Fri Jul 25 2014 02:24:00 GMT-0400 (EDT)
54.035000000000004,48.367000000000004,Fri Jul 25 2014 03:24:00 GMT-0400 (EDT)
38.831,57.394000000000005,Fri Jul 25 2014 04:24:00 GMT-0400 (EDT)
165.402,164.77399999999997,Fri Jul 25 2014 05:24:00 GMT-0400 (EDT)
207.925,224.558,Fri Jul 25 2014 06:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 07:24:00 GMT-0400 (EDT)
153.07,165.06900000000002,Fri Jul 25 2014 08:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 09:24:00 GMT-0400 (EDT)
43.433,52.254999999999995,Fri Jul 25 2014 10:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 11:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 12:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 13:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 14:24:00 GMT-0400 (EDT)
0,0,Fri Jul 25 2014 15:24:00 GMT-0400 (EDT)
119.203,114.352,Fri Jul 25 2014 16:24:00 GMT-0400 (EDT)
171.558,182.152,Fri Jul 25 2014 17:24:00 GMT-0400 (EDT)
178.713,177.14000000000001,Fri Jul 25 2014 18:24:00 GMT-0400 (EDT)
49.314,53.92100000000001,Fri Jul 25 2014 19:24:00 GMT-0400 (EDT)
48.241,56.82000000000001,Fri Jul 25 2014 20:24:00 GMT-0400 (EDT)
110.099,122.06599999999999,Fri Jul 25 2014 21:24:00 GMT-0400 (EDT)
250.66199999999998,244.833,Fri Jul 25 2014 22:24:00 GMT-0400 (EDT)
642.73,596.5360000000001,Fri Jul 25 2014 23:24:00 GMT-0400 (EDT)
52.732000000000006,57.539,Sat Jul 26 2014 00:24:00 GMT-0400 (EDT)
335.26200000000006,305.93100000000004,Sat Jul 26 2014 01:24:00 GMT-0400 (EDT)
675.314,613.71,Sat Jul 26 2014 02:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 03:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 04:24:00 GMT-0400 (EDT)
50.951,56.213,Sat Jul 26 2014 05:24:00 GMT-0400 (EDT)
175.49699999999999,189.154,Sat Jul 26 2014 06:24:00 GMT-0400 (EDT)
185.132,187.02800000000002,Sat Jul 26 2014 07:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 08:24:00 GMT-0400 (EDT)
351.829,324.551,Sat Jul 26 2014 09:24:00 GMT-0400 (EDT)
600.169,575.32,Sat Jul 26 2014 10:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 11:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 12:24:00 GMT-0400 (EDT)
267.989,263.522,Sat Jul 26 2014 13:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 14:24:00 GMT-0400 (EDT)
499.09,458.48999999999995,Sat Jul 26 2014 15:24:00 GMT-0400 (EDT)
183.58700000000002,186.22,Sat Jul 26 2014 16:24:00 GMT-0400 (EDT)
732.9689999999998,650.689,Sat Jul 26 2014 17:24:00 GMT-0400 (EDT)
201.307,196.314,Sat Jul 26 2014 18:24:00 GMT-0400 (EDT)
401.997,400.271,Sat Jul 26 2014 19:24:00 GMT-0400 (EDT)
0,0,Sat Jul 26 2014 20:24:00 GMT-0400 (EDT)
134.05599999999998,137.321,Sat Jul 26 2014 21:24:00 GMT-0400 (EDT)
59.682,67.21799999999999,Sat Jul 26 2014 22:24:00 GMT-0400 (EDT)
188.484,197.123,Sat Jul 26 2014 23:24:00 GMT-0400 (EDT)
194.72899999999998,199.144,Sun Jul 27 2014 00:24:00 GMT-0400 (EDT)
753.5289999999999,668.65,Sun Jul 27 2014 01:24:00 GMT-0400 (EDT)
186.84700000000004,194.913,Sun Jul 27 2014 02:24:00 GMT-0400 (EDT)
637.572,596.8820000000001,Sun Jul 27 2014 03:24:00 GMT-0400 (EDT)
723.503,671.9800000000001,Sun Jul 27 2014 04:24:00 GMT-0400 (EDT)
341.25300000000004,335.093,Sun Jul 27 2014 05:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 06:24:00 GMT-0400 (EDT)
0,0,Sun Jul 27 2014 07:24:00 GMT-0400 (EDT)
370.231,341.09900000000005,Sun Jul 27 2014 08:24:00 GMT-0400 (EDT)
